date,Stock_Returns
1983-03-18,0.002072
1983-03-21,0.008606
1983-03-22,-0.003506
1983-03-23,0.014271
1983-03-24,0.003665
1983-03-25,-0.004564
1983-03-28,-0.005371
1983-03-29,-0.001712
1983-03-30,0.011874
1983-03-31,-0.002803
1983-04-04,0.000392
1983-04-05,-0.007385
1983-04-06,-0.005596
1983-04-07,0.004767
1983-04-08,0.007182
1983-04-11,0.014982
1983-04-12,0.004383
1983-04-13,0.006097
1983-04-14,0.008548
1983-04-15,0.004048
1983-04-18,0.006236
1983-04-19,-0.006448
1983-04-20,0.012602
1983-04-21,-0.004107
1983-04-22,0.002312
1983-04-25,-0.010036
1983-04-26,0.018891
1983-04-27,-0.002287
1983-04-28,0.009353
1983-04-29,0.009021
1983-05-02,-0.014049
1983-05-03,0.001419
1983-05-04,0.005975
1983-05-05,0.00594
1983-05-06,0.011079
1983-05-09,-0.001746
1983-05-10,0.000844
1983-05-11,-0.005966
1983-05-12,-0.004304
1983-05-13,0.003957
1983-05-16,-0.009096
1983-05-17,0.001897
1983-05-18,-0.002688
1983-05-19,-0.00784
1983-05-20,0.000926
1983-05-23,0.007956
1983-05-24,0.012911
1983-05-25,0.004047
1983-05-26,-0.004392
1983-05-27,-0.006164
1983-05-31,-0.012587
1983-06-01,0.000985
1983-06-02,0.008797
1983-06-03,0.002683
1983-06-06,0.002494
1983-06-07,-0.012498
1983-06-08,-0.008663
1983-06-09,0.002913
1983-06-10,0.005252
1983-06-13,0.013278
1983-06-14,0.004186
1983-06-15,0.009606
1983-06-16,0.012087
1983-06-17,-5.9e-05
1983-06-20,-0.00065
1983-06-21,0.008934
1983-06-22,0.002697
1983-06-23,-0.002456
1983-06-24,-0.000997
1983-06-27,-0.011385
1983-06-28,-0.016502
1983-06-29,0.005794
1983-06-30,0.008821
1983-07-01,0.004759
1983-07-05,-0.013676
1983-07-06,0.011285
1983-07-07,-0.005461
1983-07-08,-0.002865
1983-07-11,0.006165
1983-07-12,-0.015347
1983-07-13,-0.000423
1983-07-14,0.003324
1983-07-15,-0.010361
1983-07-18,-0.00207
1983-07-19,0.005367
1983-07-20,0.027058
1983-07-21,-0.001359
1983-07-22,-0.001006
1983-07-25,0.003789
1983-07-26,0.004837
1983-07-27,-0.016202
1983-07-28,-0.015216
1983-07-29,-0.015027
1983-08-01,-0.003199
1983-08-02,-0.000185
1983-08-03,0.008827
1983-08-04,-0.01291
1983-08-05,0.002541
1983-08-08,-0.015828
1983-08-09,0.005968
1983-08-10,0.008805
1983-08-11,6.2e-05
1983-08-12,0.003776
1983-08-15,0.009558
1983-08-16,-0.001833
1983-08-17,0.011505
1983-08-18,-0.010527
1983-08-19,0.002629
1983-08-22,0.002195
1983-08-23,-0.009553
1983-08-24,-0.009338
1983-08-25,-0.002543
1983-08-26,0.008083
1983-08-29,0.000678
1983-08-30,0.002034
1983-08-31,0.011195
1983-09-01,-0.001034
1983-09-02,0.004689
1983-09-06,0.017515
1983-09-07,0.000417
1983-09-08,-0.001131
1983-09-09,-0.005066
1983-09-12,-0.008627
1983-09-13,-0.004109
1983-09-14,0.003398
1983-09-15,-0.005926
1983-09-16,0.011315
1983-09-19,0.008301
1983-09-20,0.009724
1983-09-21,-0.004963
1983-09-22,0.008016
1983-09-23,-0.001473
1983-09-26,0.003304
1983-09-27,-0.009643
1983-09-28,-0.002494
1983-09-29,-0.004643
1983-09-30,-0.006937
1983-10-03,-0.001626
1983-10-04,0.002835
1983-10-05,0.008841
1983-10-06,0.015143
1983-10-07,0.003054
1983-10-10,0.010831
1983-10-11,-0.01338
1983-10-12,-0.004168
1983-10-13,0.001474
1983-10-14,-0.000118
1983-10-17,0.003356
1983-10-18,-0.015373
1983-10-19,-0.006436
1983-10-20,0.001499
1983-10-21,-0.006168
1983-10-24,0.000241
1983-10-25,0.002892
1983-10-26,-0.006548
1983-10-27,-0.003265
1983-10-28,-0.008918
1983-10-31,0.001102
1983-11-01,0.00055
1983-11-02,0.007333
1983-11-03,-0.008432
1983-11-04,-0.006179
1983-11-07,-0.003263
1983-11-08,-0.000926
1983-11-09,0.013662
1983-11-10,0.002683
1983-11-11,0.011435
1983-11-14,0.001744
1983-11-15,-0.007324
1983-11-16,0.004354
1983-11-17,0.000301
1983-11-18,-0.00626
1983-11-21,0.005815
1983-11-22,0.004758
1983-11-23,0.000719
1983-11-25,0.001318
1983-11-28,-0.003828
1983-11-29,0.008226
1983-11-30,-0.008993
1983-12-01,0.000541
1983-12-02,-0.006307
1983-12-05,0.001995
1983-12-06,-0.00181
1983-12-07,0.002659
1983-12-08,-0.004279
1983-12-09,-0.000666
1983-12-12,0.00321
1983-12-13,-0.004166
1983-12-14,-0.009701
1983-12-15,-0.010164
1983-12-16,0.004454
1983-12-19,-0.000431
1983-12-20,-0.001971
1983-12-21,0.00963
1983-12-22,-0.001773
1983-12-23,-0.000306
1983-12-27,0.009435
1983-12-28,0.00352
1983-12-29,-0.002903
1983-12-30,0.000425
1984-01-03,-0.005396
1984-01-04,0.016703
1984-01-05,0.012172
1984-01-06,0.002784
1984-01-09,-0.002245
1984-01-10,-0.005625
1984-01-11,-0.000953
1984-01-12,-0.000238
1984-01-13,-0.004352
1984-01-16,0.000958
1984-01-17,0.003888
1984-01-18,-0.001668
1984-01-19,-0.003044
1984-01-20,-0.004969
1984-01-23,-0.008062
1984-01-24,0.00649
1984-01-25,-0.006629
1984-01-26,-0.00364
1984-01-27,-0.001827
1984-01-30,-0.006527
1984-01-31,0.003316
1984-02-01,-0.0041
1984-02-02,0.00381
1984-02-03,-0.014998
1984-02-06,-0.017588
1984-02-07,0.004175
1984-02-08,-0.018206
1984-02-09,-0.002759
1984-02-10,0.005662
1984-02-13,-0.008637
1984-02-14,0.010713
1984-02-15,-0.002299
1984-02-16,-0.000768
1984-02-17,-0.002498
1984-02-21,-0.007063
1984-02-22,-0.002134
1984-02-23,-0.00013
1984-02-24,0.02087
1984-02-27,0.011364
1984-02-28,-0.015568
1984-02-29,0.00153
1984-03-01,0.007195
1984-03-02,0.006638
1984-03-05,-0.008478
1984-03-06,-0.010387
1984-03-07,-0.010752
1984-03-08,0.004011
1984-03-09,-0.005413
1984-03-12,0.012893
1984-03-13,0.002814
1984-03-14,-6.4e-05
1984-03-15,0.004082
1984-03-16,0.011816
1984-03-19,-0.009355
1984-03-20,0.006845
1984-03-21,-0.001259
1984-03-22,-0.012417
1984-03-23,0.001085
1984-03-26,-0.001211
1984-03-27,0.004021
1984-03-28,0.016402
1984-03-29,-0.002252
1984-03-30,-0.002131
1984-04-02,-0.007539
1984-04-03,-0.002026
1984-04-04,-0.000761
1984-04-05,-0.015869
1984-04-06,0.002838
1984-04-09,-0.000193
1984-04-10,0.002702
1984-04-11,-0.005582
1984-04-12,0.017613
1984-04-13,-0.002663
1984-04-16,0.00642
1984-04-17,0.004106
1984-04-18,-0.006731
1984-04-19,0.00076
1984-04-23,-0.007721
1984-04-24,0.008099
1984-04-25,0.003669
1984-04-26,0.0104
1984-04-27,-0.002558
1984-04-30,0.001001
1984-05-01,0.010184
1984-05-02,0.001361
1984-05-03,-0.004324
1984-05-04,-0.012965
1984-05-07,0.002263
1984-05-08,0.006584
1984-05-09,-0.002554
1984-05-10,-0.000687
1984-05-11,-0.009438
1984-05-14,-0.006246
1984-05-15,0.003175
1984-05-16,-6.3e-05
1984-05-17,-0.008988
1984-05-18,-0.005046
1984-05-21,-0.00674
1984-05-22,-0.005493
1984-05-23,-0.004744
1984-05-24,-0.012537
1984-05-25,0.002579
1984-05-29,-0.008772
1984-05-30,0.000399
1984-05-31,0.00133
1984-06-01,0.017868
1984-06-04,0.007178
1984-06-05,-0.004471
1984-06-06,0.008851
1984-06-07,-0.000581
1984-06-08,0.001614
1984-06-11,-0.013598
1984-06-12,-0.005684
1984-06-13,-0.000394
1984-06-14,-0.011438
1984-06-15,-0.009043
1984-06-18,0.018117
1984-06-19,0.0058
1984-06-20,0.014612
1984-06-21,-0.002131
1984-06-22,-0.000324
1984-06-25,-0.003172
1984-06-26,-0.008183
1984-06-27,-0.007007
1984-06-28,0.007913
1984-06-29,0.002225
1984-07-02,0.000131
1984-07-03,0.003264
1984-07-05,-0.006116
1984-07-06,-0.003404
1984-07-09,0.007357
1984-07-10,-0.003065
1984-07-11,-0.01524
1984-07-12,-0.00352
1984-07-13,0.005666
1984-07-16,0.004772
1984-07-17,0.005145
1984-07-18,-0.006431
1984-07-19,-0.006803
1984-07-20,-0.005453
1984-07-23,-0.004012
1984-07-24,-0.007586
1984-07-25,0.006833
1984-07-26,0.008399
1984-07-27,0.007396
1984-07-30,-0.006614
1984-07-31,0.003129
1984-08-01,0.0227
1984-08-02,0.025376
1984-08-03,0.027597
1984-08-06,0.00154
1984-08-07,0.000677
1984-08-08,-0.0059
1984-08-09,0.023431
1984-08-10,-0.000725
1984-08-13,6e-05
1984-08-14,-0.006105
1984-08-15,-0.009853
1984-08-16,0.005958
1984-08-17,0.002259
1984-08-20,0.004874
1984-08-21,0.017522
1984-08-22,-0.004588
1984-08-23,0.000359
1984-08-24,0.002334
1984-08-27,-0.006388
1984-08-28,0.005768
1984-08-29,-0.001792
1984-08-30,-0.002992
1984-08-31,0.00048
1984-09-04,-0.010799
1984-09-05,-0.003578
1984-09-06,0.008278
1984-09-07,-0.007727
1984-09-10,-0.000669
1984-09-11,0.001157
1984-09-12,0.001399
1984-09-13,0.019796
1984-09-14,0.005002
1984-09-17,0.000533
1984-09-18,-0.007224
1984-09-19,-0.004235
1984-09-20,0.003175
1984-09-21,-0.010748
1984-09-24,-0.002354
1984-09-25,0.002057
1984-09-26,0.003985
1984-09-27,0.004089
1984-09-28,-0.005151
1984-10-01,-0.00891
1984-10-02,-0.006257
1984-10-03,-0.00703
1984-10-04,0.002955
1984-10-05,-0.001473
1984-10-08,-0.003381
1984-10-09,-0.002837
1984-10-10,0.002722
1984-10-11,0.004133
1984-10-12,0.008601
1984-10-15,0.009684
1984-10-16,-0.005972
1984-10-17,-0.003884
1984-10-18,0.024126
1984-10-19,-0.000833
1984-10-22,-0.003572
1984-10-23,-0.001613
1984-10-24,0.000658
1984-10-25,-0.005323
1984-10-26,-0.006133
1984-10-29,-0.003085
1984-10-30,0.012502
1984-10-31,-0.004495
1984-11-01,0.008429
1984-11-02,-0.000418
1984-11-05,0.006929
1984-11-06,0.010855
1984-11-07,-0.007277
1984-11-08,-0.002897
1984-11-09,-0.006403
1984-11-12,-0.001432
1984-11-13,-0.008305
1984-11-14,0.000121
1984-11-15,-0.000602
1984-11-16,-0.01079
1984-11-19,-0.006094
1984-11-20,0.006622
1984-11-21,0.002071
1984-11-23,0.014588
1984-11-26,-0.008208
1984-11-27,0.00447
1984-11-28,-0.007637
1984-11-29,-0.006726
1984-11-30,-0.002013
1984-12-03,-0.004646
1984-12-04,0.003439
1984-12-05,-0.007835
1984-12-06,0.004072
1984-12-07,-0.003072
1984-12-10,0.003513
1984-12-11,0.001474
1984-12-12,-0.002698
1984-12-13,-0.005042
1984-12-14,0.005438
1984-12-17,0.005655
1984-12-18,0.027504
1984-12-19,-0.005651
1984-12-20,-0.004666
1984-12-21,-0.005229
1984-12-24,0.007552
1984-12-26,-0.001739
1984-12-27,-0.004325
1984-12-28,0.003077
1984-12-31,0.005894
1985-01-02,-0.011182
1985-01-03,-0.004838
1985-01-04,-0.005408
1985-01-07,0.003421
1985-01-08,-0.001522
1985-01-09,0.007257
1985-01-10,0.018949
1985-01-11,-0.002377
1985-01-14,0.015485
1985-01-15,0.001701
1985-01-16,0.002283
1985-01-17,-0.002687
1985-01-18,0.003456
1985-01-21,0.022823
1985-01-22,0.001427
1985-01-23,0.010372
1985-01-24,-0.003328
1985-01-25,0.003622
1985-01-28,0.000226
1985-01-29,0.010091
1985-01-30,0.001172
1985-01-31,0.001338
1985-02-01,-0.005567
1985-02-04,0.009629
1985-02-05,0.001442
1985-02-06,-0.000997
1985-02-07,0.007704
1985-02-08,0.002035
1985-02-11,-0.009221
1985-02-12,0.000277
1985-02-13,0.015452
1985-02-14,-0.005127
1985-02-15,-0.004441
1985-02-19,-0.001487
1985-02-20,-0.000827
1985-02-21,-0.005464
1985-02-22,-0.004606
1985-02-25,-0.000725
1985-02-26,0.010824
1985-02-27,-0.002539
1985-02-28,0.002656
1985-03-01,0.011259
1985-03-04,-0.006385
1985-03-05,0.000934
1985-03-06,-0.00867
1985-03-07,-0.006311
1985-03-08,-0.002284
1985-03-11,-0.001731
1985-03-12,0.004866
1985-03-13,-0.008182
1985-03-14,-0.001964
1985-03-15,-0.007366
1985-03-18,0.001983
1985-03-19,0.015038
1985-03-20,-0.002562
1985-03-21,0.001508
1985-03-22,-0.001728
1985-03-25,-0.005976
1985-03-26,0.002585
1985-03-27,0.006221
1985-03-28,0.0
1985-03-29,0.006238
1985-04-01,0.003377
1985-04-02,-0.004082
1985-04-03,-0.007866
1985-04-04,-0.000447
1985-04-08,-0.005586
1985-04-09,0.001011
1985-04-10,0.00679
1985-04-11,0.004292
1985-04-12,0.001942
1985-04-15,0.002105
1985-04-16,0.001548
1985-04-17,0.002649
1985-04-18,-0.004624
1985-04-19,0.001493
1985-04-22,-0.002264
1985-04-23,0.00653
1985-04-24,0.002089
1985-04-25,0.006419
1985-04-26,-0.006815
1985-04-29,-0.008508
1985-04-30,-0.004429
1985-05-01,-0.008119
1985-05-02,0.003588
1985-05-03,0.005977
1985-05-06,-0.0005
1985-05-07,0.004278
1985-05-08,-0.000775
1985-05-09,0.007197
1985-05-10,0.012973
1985-05-13,0.001791
1985-05-14,-0.004008
1985-05-15,0.003644
1985-05-16,0.006069
1985-05-17,0.00948
1985-05-20,0.012272
1985-05-21,-0.000422
1985-05-22,-0.005695
1985-05-23,-0.005091
1985-05-24,0.003678
1985-05-28,-0.002284
1985-05-29,-0.000958
1985-05-30,0.000373
1985-05-31,0.009587
1985-06-03,-0.001213
1985-06-04,0.003803
1985-06-05,0.000631
1985-06-06,0.004733
1985-06-07,-0.007223
1985-06-10,-0.000896
1985-06-11,-0.00248
1985-06-12,-0.007565
1985-06-13,-0.012153
1985-06-14,0.009551
1985-06-17,-0.003047
1985-06-18,0.004342
1985-06-19,-0.00379
1985-06-20,0.000536
1985-06-21,0.015423
1985-06-24,-0.002426
1985-06-25,0.003119
1985-06-26,0.001687
1985-06-27,0.006156
1985-06-28,0.003242
1985-07-01,0.003023
1985-07-02,-0.002183
1985-07-03,-0.002917
1985-07-05,0.005589
1985-07-08,-0.003065
1985-07-09,-0.004585
1985-07-10,0.006909
1985-07-11,0.002963
1985-07-12,0.001814
1985-07-15,-0.002949
1985-07-16,0.010378
1985-07-17,0.004776
1985-07-18,-0.006491
1985-07-19,0.003858
1985-07-22,-0.003997
1985-07-23,-0.009262
1985-07-24,-0.005038
1985-07-25,0.002505
1985-07-26,0.00177
1985-07-29,-0.014553
1985-07-30,0.001741
1985-07-31,0.005212
1985-08-01,0.006233
1985-08-02,-0.003279
1985-08-05,-0.004491
1985-08-06,-0.014112
1985-08-07,-0.00133
1985-08-08,0.006767
1985-08-09,-0.003334
1985-08-12,-0.003664
1985-08-13,-0.001759
1985-08-14,0.000587
1985-08-15,-0.0008
1985-08-16,-0.006195
1985-08-19,0.001505
1985-08-20,0.009121
1985-08-21,0.005742
1985-08-22,-0.009516
1985-08-23,-0.001014
1985-08-26,0.000748
1985-08-27,0.004218
1985-08-28,0.003881
1985-08-29,0.00053
1985-08-30,-0.001588
1985-09-03,-0.003817
1985-09-04,-0.002874
1985-09-05,-0.000534
1985-09-06,0.00518
1985-09-09,5.3e-05
1985-09-10,-0.007171
1985-09-11,-0.010005
1985-09-12,-0.007242
1985-09-13,-0.004246
1985-09-16,-0.000164
1985-09-17,-0.008311
1985-09-18,0.00193
1985-09-19,0.009246
1985-09-20,-0.007307
1985-09-23,0.012359
1985-09-24,-0.009116
1985-09-25,-0.010733
1985-09-26,0.003487
1985-09-30,0.004358
1985-10-01,0.016421
1985-10-02,-0.005457
1985-10-03,0.00163
1985-10-04,-0.006184
1985-10-07,-0.007368
1985-10-08,0.0
1985-10-09,0.003574
1985-10-10,0.001425
1985-10-11,0.008207
1985-10-14,0.011341
1985-10-15,-0.001556
1985-10-16,0.010211
1985-10-17,-0.001702
1985-10-18,-0.003304
1985-10-21,-0.000428
1985-10-22,0.005777
1985-10-23,0.005584
1985-10-24,-0.00312
1985-10-25,-0.005199
1985-10-28,0.00128
1985-10-29,0.007829
1985-10-30,0.004439
1985-10-31,-0.001315
1985-11-01,0.009009
1985-11-04,-0.001462
1985-11-05,0.005856
1985-11-06,0.002027
1985-11-07,-0.000726
1985-11-08,0.005711
1985-11-11,0.018429
1985-11-12,0.004004
1985-11-13,-0.004948
1985-11-14,0.009944
1985-11-15,-0.004772
1985-11-18,0.003029
1985-11-19,-0.000201
1985-11-20,0.001611
1985-11-21,0.012161
1985-11-22,0.000546
1985-11-25,-0.005806
1985-11-26,0.001597
1985-11-27,0.009319
1985-11-29,-0.001827
1985-12-02,-0.008458
1985-12-03,0.001995
1985-12-04,0.016778
1985-12-05,-0.001714
1985-12-06,-0.004365
1985-12-09,0.006207
1985-12-10,0.000685
1985-12-11,0.009394
1985-12-12,0.002036
1985-12-13,0.015528
1985-12-16,0.009908
1985-12-17,-0.006462
1985-12-18,-0.003988
1985-12-19,0.001001
1985-12-20,0.004381
1985-12-23,-0.011235
1985-12-24,-0.006856
1985-12-26,0.002462
1985-12-27,0.009439
1985-12-30,0.005105
1985-12-31,0.002848
1986-01-02,-0.007999
1986-01-03,0.006155
1986-01-06,-0.001091
1986-01-07,0.014954
1986-01-08,-0.027269
1986-01-09,-0.008944
1986-01-10,-0.000728
1986-01-13,0.00369
1986-01-14,-0.000387
1986-01-15,0.00784
1986-01-16,0.00437
1986-01-17,-0.003538
1986-01-20,-0.004318
1986-01-21,-0.008384
1986-01-22,-0.011176
1986-01-23,0.003735
1986-01-24,0.010673
1986-01-27,0.00465
1986-01-28,0.011669
1986-01-29,0.002288
1986-01-30,-0.004565
1986-01-31,0.011704
1986-02-03,0.010294
1986-02-04,-0.005468
1986-02-05,0.000799
1986-02-06,0.002395
1986-02-07,0.005106
1986-02-10,0.00783
1986-02-11,-0.00148
1986-02-12,0.000232
1986-02-13,0.006621
1986-02-14,0.010856
1986-02-18,0.012241
1986-02-19,-0.012093
1986-02-20,0.011194
1986-02-21,0.0108
1986-02-24,-0.001247
1986-02-25,-0.002452
1986-02-26,0.001117
1986-02-27,0.012185
1986-02-28,0.000661
1986-03-03,-0.00661
1986-03-04,-0.004614
1986-03-05,-0.000178
1986-03-06,0.003521
1986-03-07,0.001954
1986-03-10,0.004478
1986-03-11,0.022553
1986-03-12,0.003669
1986-03-13,0.002795
1986-03-14,0.014409
1986-03-17,-0.007948
1986-03-18,0.00473
1986-03-19,-0.000763
1986-03-20,0.00399
1986-03-21,-0.013528
1986-03-24,0.008528
1986-03-25,-0.002592
1986-03-26,0.010992
1986-03-27,0.007038
1986-03-31,-0.000293
1986-04-01,-0.015739
1986-04-02,0.002424
1986-04-03,-0.013746
1986-04-04,-0.01626
1986-04-07,-0.000262
1986-04-08,0.021388
1986-04-09,0.000985
1986-04-10,0.011508
1986-04-11,-0.001988
1986-04-14,0.005552
1986-04-15,0.001896
1986-04-16,0.018887
1986-04-17,0.003344
1986-04-18,-0.002675
1986-04-21,0.009737
1986-04-22,-0.009479
1986-04-23,-0.002764
1986-04-24,0.001117
1986-04-25,0.001116
1986-04-28,0.003261
1986-04-29,-0.010573
1986-04-30,-0.020748
1986-05-01,-0.001529
1986-05-02,-0.001573
1986-05-05,0.012522
1986-05-06,-0.002061
1986-05-07,-0.00489
1986-05-08,0.004448
1986-05-09,0.003036
1986-05-12,-0.001135
1986-05-13,-0.004925
1986-05-14,0.00478
1986-05-15,-0.013093
1986-05-16,-0.007124
1986-05-19,0.00189
1986-05-20,0.012479
1986-05-21,-0.002795
1986-05-22,0.019834
1986-05-23,0.005122
1986-05-27,0.014087
1986-05-28,0.007681
1986-05-29,0.005474
1986-05-30,-0.002541
1986-06-02,-0.009339
1986-06-03,0.001918
1986-06-04,-0.006395
1986-06-05,0.00701
1986-06-06,8.1e-05
1986-06-09,-0.023243
1986-06-10,-0.001584
1986-06-11,0.00647
1986-06-12,0.001493
1986-06-13,0.017558
1986-06-16,0.001628
1986-06-17,-0.007232
1986-06-18,0.002619
1986-06-19,-0.003796
1986-06-20,0.014423
1986-06-23,-0.009371
1986-06-24,0.007217
1986-06-25,0.007691
1986-06-26,-0.000763
1986-06-27,0.003457
1986-06-30,0.004968
1986-07-01,0.004784
1986-07-02,0.002619
1986-07-03,-0.003601
1986-07-07,-0.03074
1986-07-08,-0.01008
1986-07-09,0.005091
1986-07-10,0.000782
1986-07-11,-0.003251
1986-07-14,-0.016968
1986-07-15,-0.018689
1986-07-16,0.005778
1986-07-17,0.00451
1986-07-18,0.001228
1986-07-21,-0.000508
1986-07-22,0.008212
1986-07-23,0.002057
1986-07-24,-0.003017
1986-07-25,0.00954
1986-07-28,-0.017526
1986-07-29,-0.006186
1986-07-30,0.008698
1986-07-31,-0.001987
1986-08-01,-0.005125
1986-08-04,0.004598
1986-08-05,0.004407
1986-08-06,-0.000802
1986-08-07,0.000844
1986-08-08,-0.000675
1986-08-11,0.016042
1986-08-12,0.011052
1986-08-13,0.009575
1986-08-14,0.002361
1986-08-15,0.003655
1986-08-18,0.000931
1986-08-19,-0.003517
1986-08-20,0.013225
1986-08-21,-0.0004
1986-08-22,0.002083
1986-08-25,-0.009513
1986-08-26,0.020298
1986-08-27,0.001819
1986-08-28,-0.001816
1986-08-29,0.000356
1986-09-02,-0.017436
1986-09-03,0.006277
1986-09-04,0.014995
1986-09-05,-0.013237
1986-09-08,-0.009303
1986-09-09,-0.001894
1986-09-10,-0.002463
1986-09-11,-0.048086
1986-09-12,-0.019177
1986-09-15,0.005506
1986-09-16,-0.000949
1986-09-17,-0.000173
1986-09-18,0.002719
1986-09-19,-0.00043
1986-09-22,0.011714
1986-09-23,0.00315
1986-09-24,0.002588
1986-09-25,-0.018834
1986-09-26,0.001725
1986-09-29,-0.00999
1986-09-30,0.006133
1986-10-01,0.009856
1986-10-02,0.00137
1986-10-03,-0.000898
1986-10-06,0.004578
1986-10-07,-0.001576
1986-10-08,0.009684
1986-10-09,-0.003507
1986-10-10,-0.001569
1986-10-13,0.001826
1986-10-14,-0.002289
1986-10-15,0.014573
1986-10-16,0.003057
1986-10-17,-0.002881
1986-10-20,-0.012016
1986-10-21,-0.000381
1986-10-22,0.001611
1986-10-23,0.012783
1986-10-24,-0.004263
1986-10-27,0.002141
1986-10-28,0.002052
1986-10-29,0.007022
1986-10-30,0.011497
1986-10-31,0.001108
1986-11-03,0.00746
1986-11-04,0.001627
1986-11-05,0.001543
1986-11-06,-0.002879
1986-11-07,-0.000407
1986-11-10,0.001465
1986-11-11,0.00386
1986-11-12,-0.001781
1986-11-13,-0.014677
1986-11-14,0.00609
1986-11-17,-0.005276
1986-11-18,-0.026438
1986-11-19,0.003717
1986-11-20,0.018472
1986-11-21,0.015741
1986-11-24,0.006467
1986-11-25,0.00291
1986-11-26,0.002418
1986-11-28,0.001809
1986-12-01,-0.000682
1986-12-02,0.019876
1986-12-03,-0.000591
1986-12-04,-0.003191
1986-12-05,-0.00739
1986-12-08,-4e-05
1986-12-09,-0.007485
1986-12-10,0.006739
1986-12-11,-0.011117
1986-12-12,-0.003304
1986-12-15,0.003477
1986-12-16,0.007373
1986-12-17,-0.009918
1986-12-18,-0.003151
1986-12-19,0.011954
1986-12-22,-0.003924
1986-12-23,-0.009688
1986-12-24,0.001664
1986-12-26,0.000689
1986-12-29,-0.009112
1986-12-30,-0.005313
1986-12-31,-0.004931
1987-01-02,0.017674
1987-01-05,0.023291
1987-01-06,0.00234
1987-01-07,0.010088
1987-01-08,0.007637
1987-01-09,0.005636
1987-01-12,0.006068
1987-01-13,-0.001345
1987-01-14,0.010348
1987-01-15,0.010851
1987-01-16,0.002976
1987-01-19,0.011492
1987-01-20,-0.001114
1987-01-21,-0.00446
1987-01-22,0.022663
1987-01-23,-0.01391
1987-01-26,-0.001814
1987-01-27,0.015356
1987-01-28,0.006027
1987-01-29,-0.004212
1987-01-30,-0.000583
1987-02-02,0.008647
1987-02-03,-0.001664
1987-02-04,0.013225
1987-02-05,0.005436
1987-02-06,-0.003984
1987-02-09,-0.006713
1987-02-10,-0.011109
1987-02-11,0.00898
1987-02-12,-0.006918
1987-02-13,0.014803
1987-02-17,0.020701
1987-02-18,-0.000245
1987-02-19,0.000526
1987-02-20,-0.000315
1987-02-23,-0.010859
1987-02-24,0.001771
1987-02-25,0.003959
1987-02-26,-0.003662
1987-02-27,0.004382
1987-03-02,-0.004222
1987-03-03,0.003958
1987-03-04,0.015838
1987-03-05,0.006583
1987-03-06,0.000482
1987-03-09,-0.008119
1987-03-10,0.00888
1987-03-11,-0.001891
1987-03-12,0.003135
1987-03-13,-0.004567
1987-03-16,-0.005726
1987-03-17,0.014711
1987-03-18,0.00106
1987-03-19,0.00444
1987-03-20,0.013908
1987-03-23,0.010028
1987-03-24,0.001594
1987-03-25,-0.004177
1987-03-26,0.001831
1987-03-27,-0.015951
1987-03-30,-0.023402
1987-03-31,0.008645
1987-04-01,0.002365
1987-04-02,0.004241
1987-04-03,0.02309
1987-04-06,0.005126
1987-04-07,-0.01742
1987-04-08,0.001921
1987-04-09,-0.014802
1987-04-10,-0.001263
1987-04-13,-0.023488
1987-04-14,-0.022618
1987-04-15,0.018914
1987-04-16,0.008684
1987-04-20,-0.002858
1987-04-21,0.024398
1987-04-22,-0.020064
1987-04-23,-0.001288
1987-04-24,-0.018479
1987-04-27,0.001101
1987-04-28,0.002413
1987-04-29,0.007292
1987-04-30,0.013318
1987-05-01,-0.001144
1987-05-04,0.004618
1987-05-05,0.020666
1987-05-06,0.00044
1987-05-07,-0.002572
1987-05-08,-0.004547
1987-05-11,-0.006136
1987-05-12,0.005933
1987-05-13,0.002318
1987-05-14,0.000884
1987-05-15,-0.023144
1987-05-18,-0.002714
1987-05-19,-0.024525
1987-05-20,-0.005043
1987-05-21,0.007045
1987-05-22,0.007103
1987-05-26,0.024631
1987-05-27,-0.001314
1987-05-28,0.007031
1987-05-29,-0.00227
1987-06-01,-0.000931
1987-06-02,-0.004727
1987-06-03,0.017368
1987-06-04,0.00552
1987-06-05,-0.005558
1987-06-08,0.011143
1987-06-09,0.001887
1987-06-10,0.000639
1987-06-11,0.004236
1987-06-12,0.009674
1987-06-15,0.005039
1987-06-16,0.005344
1987-06-17,0.000164
1987-06-18,0.002887
1987-06-19,0.004187
1987-06-22,0.00873
1987-06-23,-0.00394
1987-06-24,-0.00509
1987-06-25,0.006844
1987-06-26,-0.005826
1987-06-29,0.002409
1987-06-30,-0.012667
1987-07-01,-0.003487
1987-07-02,0.00888
1987-07-06,-0.002323
1987-07-07,0.008133
1987-07-08,0.002895
1987-07-09,-0.002498
1987-07-10,0.002829
1987-07-13,-0.002464
1987-07-14,0.009915
1987-07-15,-0.000837
1987-07-16,0.007345
1987-07-17,0.006044
1987-07-20,-0.010172
1987-07-21,-0.00912
1987-07-22,-0.000259
1987-07-23,-0.00214
1987-07-24,0.004743
1987-07-27,0.004462
1987-07-28,0.005408
1987-07-29,0.01063
1987-07-30,0.007603
1987-07-31,0.001918
1987-08-03,-0.003421
1987-08-04,-0.00422
1987-08-05,0.00702
1987-08-06,0.01143
1987-08-07,0.002825
1987-08-10,0.01548
1987-08-11,0.01625
1987-08-12,-0.00282
1987-08-13,0.006799
1987-08-14,-0.001972
1987-08-17,0.000359
1987-08-18,-0.014546
1987-08-19,0.001762
1987-08-20,0.01519
1987-08-21,0.003166
1987-08-24,-0.007651
